"","x","y","Total_Cu","Total_Fe","Total_Mn","Total_Zn","Total_Co","Total_Ni","Micronutrient","AMS_upland.micronutrient","AMS_upland.micronutrient_126","AMS_upland.micronutrient_370","AMS_paddy.micronutrient","AMS_paddy.micronutrient_126","AMS_paddy.micronutrient_370"
"900",26.20792,-26.07565,28.3,19146,5325,30.7,28.95,26.85,24585.8,1.65400314331055,12.6289014816284,12.2113056182861,-1.94646990299225,5.99191808700562,5.88251209259033
"901",31.24022,-23.85603,18.985449,14116.503887,161.75005,15.796293,6.627467,41.5587,14361.221846,11.2055320739746,17.1240673065186,16.0411930084229,4.24133491516113,8.22495937347412,7.40074348449707
"902",31.22651,-23.84789,16.230523,13026.867759,151.068718,11.386336,5.593288,18.128246,13229.27487,11.2055320739746,17.1240673065186,16.0411930084229,4.24133491516113,8.22495937347412,7.40074348449707
"903",31.21243,-23.83262,12.931895,11169.862193,229.47873,16.427002,5.542241,34.601558,11468.843619,11.2055320739746,17.1240673065186,16.0411930084229,4.24133491516113,8.22495937347412,7.40074348449707
"904",29.56172,-23.14474,13.231476,10415.917715,138.755742,12.981825,5.34252,31.855402,10618.084681,NA,NA,NA,NA,NA,NA
"905",29.56416,-23.14224,14.95,12571.5,161.8,16.6,6.05,35.2,12806.1,NA,NA,NA,NA,NA,NA
"906",29.56275,-23.13721,20.125849,20312.62485,210.846984,16.430284,8.040352,37.155414,20605.223732,NA,NA,NA,NA,NA,NA
"907",29.61382,-23.14033,13.029153,10547.623802,104.832268,12.779553,0.549121,37.290335,10716.104233,NA,NA,NA,NA,NA,NA
"908",-3.62668,40.18425,7.636255,8443.302056,140.047914,20.612897,2.196047,4.641645,8618.436814,-2.91077589988708,-0.428900748491287,4.05663728713989,NA,NA,NA
"909",-3.62409,40.18608,8.483034,8816.367265,144.610778,19.660679,2.195609,4.94012,8996.257485,-2.91077589988708,-0.428900748491287,4.05663728713989,NA,NA,NA
"910",-3.6148,40.18089,6.793207,6762.737263,132.017982,16.533467,1.548452,3.396603,6923.026973,-2.91077589988708,-0.428900748491287,4.05663728713989,NA,NA,NA
"911",-5.94283,39.76372,22.096967,28703.611333,785.415004,76.965283,7.781325,27.184757,29623.054669,-8.84847736358643,4.1128077507019,4.51995086669922,NA,NA,NA
"912",-5.93981,39.75716,7.035928,13975.0499,546.656687,26.646707,5.638723,10.279441,14571.307385,-8.84847736358643,4.1128077507019,4.51995086669922,NA,NA,NA
"913",-5.93905,39.75359,14.429798,28612.44258,438.88556,62.063112,6.440983,22.768125,29157.030158,-8.84847736358643,4.1128077507019,4.51995086669922,NA,NA,NA
"914",-5.93865,39.75214,16.816367,21069.361277,353.542914,118.662675,6.686627,19.261477,21584.331337,-8.84847736358643,4.1128077507019,4.51995086669922,NA,NA,NA
"915",-4.41092,39.73394,8.534638,24655.619884,266.919545,47.364743,6.887602,4.791376,24990.117788,-7.17708921432495,-1.94969344139099,3.26164746284485,-9.26882934570312,-5.66170883178711,-1.67903733253479
"916",-4.41244,39.73596,7.094325,20197.342126,233.213429,41.067146,4.746203,3.647082,20487.110312,-7.17708921432495,-1.94969344139099,3.26164746284485,-9.26882934570312,-5.66170883178711,-1.67903733253479
"917",-4.41407,39.73832,6.447421,16856.257497,214.514194,34.936026,3.448621,2.94882,17118.552579,-7.17708921432495,-1.94969344139099,3.26164746284485,-9.26882934570312,-5.66170883178711,-1.67903733253479
"918",-4.41214,39.74101,12.26321,24598.703888,394.865404,57.377866,5.932203,14.705882,25083.848455,-6.23353862762451,-1.92332899570465,2.98866963386536,-8.52367877960205,-5.50751256942749,-1.63076460361481
