x,y,Total_Cu,Total_Fe,Total_Mn,Total_Zn,Total_Co ,Total_Ni ,Micronutrient
-71.656000,-38.737000,59.056679,68137.138327,1133.769322,53.705906,10.107015,35.275466,69429.052715
-71.645000,-38.652000,54.705882,61109.803922,825.686275,49.019608,17.058824,28.431373,62084.705882
-71.645000,-38.652000,69.411765,81705.882353,885.294118,50.000000,20.980392,26.666667,82758.235294
-71.645000,-38.652000,59.238917,67563.750490,927.422519,57.277364,17.653982,23.930953,68649.274225
-71.645000,-38.652000,58.221873,79645.948072,697.875688,52.911094,6.097561,37.568843,80498.623131
-71.645000,-38.652000,61.224490,59901.883830,979.395604,61.224490,18.642072,23.940345,61046.310832
-71.657000,-38.650000,60.588235,60611.764706,853.529412,54.509804,17.254902,24.117647,61621.764706
-71.657000,-38.650000,55.098039,63376.470588,1085.490196,52.549020,17.058824,21.568627,64608.235294
-71.657000,-38.650000,48.298788,111204.536566,815.408682,46.734454,8.017208,23.269456,112146.265154
-71.657000,-38.650000,70.812083,67269.517458,1026.284818,51.392703,19.027069,22.754021,68459.788152
-71.657000,-38.650000,68.965517,73683.385580,1097.570533,56.426332,20.768025,31.347962,74958.463950
-71.643000,-38.758000,63.360882,91082.251082,828.807556,51.160960,11.216057,37.190083,92073.986619
-71.643000,-38.758000,74.059561,86367.554859,981.191223,57.210031,22.531348,20.963950,87523.510972
-71.643000,-38.758000,70.812083,79058.454296,939.387995,54.335033,21.969400,21.184778,80166.143586
-71.643000,-38.758000,68.850530,76810.513927,998.430757,51.588858,21.773244,23.734798,77974.892115
-71.643000,-38.758000,65.737834,75211.930926,964.285714,52.001570,21.193093,23.351648,76338.500785
-71.614000,-38.686000,77.647059,70956.862745,1083.137255,64.705882,18.431373,28.431373,72229.215686
-71.614000,-38.686000,81.568627,60874.509804,937.450980,65.098039,15.294118,24.313725,61998.235294
-71.614000,-38.686000,65.007716,131670.524691,900.462963,53.819444,10.802469,42.245370,132742.862654
-71.614000,-38.686000,74.705882,72388.235294,924.313725,61.764706,18.235294,26.862745,73494.117647
-71.614000,-38.686000,75.686275,67976.470588,950.980392,61.764706,19.411765,27.254902,69111.568627
-19.878000,63.996000,22.156863,119549.019608,1478.823529,110.784314,17.450980,1.176471,121179.411765
-19.878000,63.996000,21.568627,133411.764706,1498.823529,113.529412,20.196078,1.176471,135067.058824
-19.878000,63.996000,20.588235,82631.372549,1479.019608,111.764706,19.411765,1.176471,84263.333333
-19.878000,63.996000,28.431373,76878.431373,1431.960784,108.235294,15.882353,1.372549,78464.313725
-19.878000,63.996000,7.701422,133779.620853,1485.387046,102.290679,9.478673,15.205371,135399.684044
-19.956000,63.897000,35.686275,84937.254902,1378.627451,96.862745,30.392157,2.352941,86481.176471
-19.956000,63.897000,28.110790,151785.861926,1392.930963,111.823067,28.730881,26.870608,153374.328235
-19.956000,63.897000,37.058824,89239.215686,1389.607843,99.019608,35.098039,6.470588,90806.470588
-19.956000,63.897000,34.117647,156600.000000,1352.745098,98.823529,33.333333,5.490196,158124.509804
-19.956000,63.897000,39.803922,100901.960784,1408.039216,100.980392,36.666667,8.627451,102496.078431
-19.856000,63.974000,28.039216,95086.274510,1399.215686,106.470588,21.960784,1.176471,96643.137255
-19.856000,63.974000,21.568627,70576.470588,1401.764706,100.784314,16.666667,1.176471,72118.431373
-19.856000,63.974000,21.618405,128159.460532,1452.201507,103.728679,17.453392,24.593415,129779.055930
-19.856000,63.974000,30.588235,80141.176471,1408.235294,103.725490,27.058824,4.313725,81715.098039
-19.856000,63.974000,32.352941,112960.784314,1522.156863,110.000000,26.862745,5.098039,114657.254902
-19.968000,63.906000,35.294118,97113.725490,1464.705882,109.215686,27.450980,4.705882,98755.098039
-19.968000,63.906000,27.502968,161290.067273,1313.612980,98.733676,27.700831,29.679462,162787.297190
-19.968000,63.906000,48.235294,103494.117647,1457.450980,106.470588,33.137255,9.803922,105149.215686
-19.968000,63.906000,46.862745,102117.647059,1466.470588,108.823529,33.137255,9.411765,103782.352941
-19.968000,63.906000,38.039216,58929.411765,1439.019608,107.647059,28.235294,5.686275,60548.039216
-19.864000,63.981000,30.980392,44905.882353,1414.509804,115.686275,23.921569,4.509804,46495.490196
-19.864000,63.981000,33.921569,65576.470588,1447.843137,109.803922,24.117647,4.117647,67196.274510
-19.864000,63.981000,19.118221,194904.408896,1357.978931,97.932111,19.118221,22.239563,196420.795942
-19.864000,63.981000,28.431373,35803.921569,1402.941176,104.117647,19.411765,1.176471,37360.000000
-19.864000,63.981000,32.941176,90615.686275,1552.941176,111.568627,28.235294,2.745098,92344.117647
-17.847046,28.622520,45.490196,81909.803922,1384.117647,96.078431,47.058824,40.000000,83522.549020
-17.847046,28.622520,56.078431,88941.176471,1394.705882,95.490196,47.254902,40.784314,90575.490196
-17.847046,28.622520,39.552537,204594.486616,1203.355973,74.710348,38.353975,63.124251,206013.583700
-17.847046,28.622520,53.725490,118737.254902,1452.156863,100.980392,45.686275,45.686275,120435.490196
-17.847046,28.622520,59.803922,63686.274510,1430.392157,103.137255,52.941176,68.823529,65401.372549
-17.837685,28.608193,59.042762,82098.862299,1409.572381,96.508435,56.078431,82.352941,83802.417249
-17.837685,28.608193,64.509804,90168.627451,1421.764706,94.509804,55.490196,81.568627,91886.470588
-17.837685,28.608193,37.363067,146631.455399,1169.992175,79.616588,40.884194,72.183099,148031.494523
-17.837685,28.608193,58.039216,88925.490196,1381.960784,91.372549,56.470588,80.000000,90593.333333
-17.837685,28.608193,61.372549,82098.039216,1379.607843,95.294118,53.333333,62.352941,83750.000000
-17.809050,28.557715,52.549020,81552.941176,1297.058824,91.176471,48.235294,77.058824,83119.019608
-17.809050,28.557715,166.666667,77717.647059,1228.823529,88.627451,46.666667,66.666667,79315.098039
-17.809050,28.557715,51.372549,44462.745098,1196.078431,82.156863,45.686275,57.254902,45895.294118
-17.809050,28.557715,39.531188,120679.380215,1059.992054,71.513707,39.531188,100.913786,121990.862137
-17.809050,28.557715,52.352941,76043.137255,1217.058824,85.294118,48.039216,64.705882,77510.588235
-17.905426,28.767865,47.450980,135584.313725,1529.019608,119.607843,95.686275,46.470588,137422.549020
-17.905426,28.767865,65.490196,122156.862745,951.176471,62.745098,39.215686,80.000000,123355.490196
-17.905426,28.767865,21.997622,304165.675783,1493.856520,130.598494,105.033690,65.398335,305982.560444
-17.905426,28.767865,57.254902,146360.784314,1222.941176,116.274510,86.078431,119.607843,147962.941176
-17.905426,28.767865,36.260290,157475.499804,1199.137593,103.292826,82.124657,39.592317,158935.907487
-17.852096,28.697643,63.013699,105455.968689,1062.622309,63.013699,40.313112,102.739726,106787.671233
-17.852096,28.697643,66.888976,71239.701844,1202.628482,113.181640,29.619459,88.662220,72740.682621
-17.852096,28.697643,53.746567,143460.180463,1373.675951,154.374264,87.681444,56.885053,145186.543743
-17.852096,28.697643,60.392157,67423.529412,840.980392,69.215686,28.039216,75.882353,68498.039216
-17.852096,28.697643,80.392157,95309.803922,1113.333333,72.745098,46.470588,100.784314,96723.529412
-17.862893,28.698164,76.078431,90239.215686,902.745098,58.431373,40.196078,107.254902,91423.921569
-17.862893,28.698164,82.745098,109207.843137,1247.843137,71.960784,55.490196,178.235294,110844.117647
-17.862893,28.698164,35.770133,127920.250195,990.422205,52.775606,47.302580,340.304926,129386.825645
-17.862893,28.698164,59.631228,95194.193801,1039.623382,70.223617,46.684974,128.481758,96538.838760
-17.862893,28.698164,80.784314,92584.313725,1027.254902,67.450980,46.666667,94.705882,93901.176471
-68.099000,-20.452000,17.647059,9321.568627,262.352941,17.647059,0.000000,58.627451,9677.843137
-68.099000,-20.452000,16.274510,20917.647059,512.549020,26.666667,0.000000,28.627451,21501.764706
-68.099000,-20.452000,2.567141,4533.965245,241.903633,4.344392,0.000000,16.587678,4799.368088
-68.099000,-20.452000,13.529412,10439.215686,266.862745,15.098039,0.000000,21.764706,10756.470588
-68.099000,-20.452000,15.294118,10815.686275,262.941176,18.627451,0.000000,22.941176,11135.490196
-68.096000,-20.450000,14.308114,29325.754606,447.079577,18.620149,0.000000,26.460212,29832.222658
-68.096000,-20.450000,9.215686,9631.372549,230.980392,12.352941,0.000000,22.941176,9906.862745
-68.096000,-20.450000,5.130229,27809.786898,357.340174,17.363852,0.000000,17.363852,28206.985004
-68.096000,-20.450000,12.941176,12250.980392,345.882353,40.980392,0.000000,28.039216,12678.823529
-68.096000,-20.450000,10.000000,5756.862745,282.745098,11.568627,0.000000,24.117647,6085.294118
-68.094000,-20.448000,23.725490,44423.529412,673.529412,42.352941,3.137255,25.490196,45191.764706
-68.094000,-20.448000,22.754021,42604.943115,691.447627,44.723421,4.707729,18.830914,43387.406826
-68.094000,-20.448000,9.230165,169646.504321,966.221524,87.588374,18.853103,21.406127,170749.803614
-68.094000,-20.448000,18.823529,72847.058824,885.490196,55.686275,11.372549,20.196078,73838.627451
-68.094000,-20.448000,18.039216,55788.235294,856.274510,51.764706,7.843137,21.568627,56743.725490
-68.093000,-20.446000,17.254902,66807.843137,1237.254902,47.843137,10.784314,19.803922,68140.784314
-68.093000,-20.446000,28.039216,62478.431373,1194.509804,49.411765,9.411765,20.196078,63780.000000
-68.093000,-20.446000,15.318146,81131.186174,1282.992930,46.739984,5.891595,15.514533,82497.643362
-68.093000,-20.446000,17.254902,37117.647059,587.450980,24.313725,0.784314,16.078431,37763.529412
-68.093000,-20.446000,20.000000,45403.921569,1115.686275,31.176471,4.705882,13.529412,46589.019608
-67.813000,-20.152000,12.745098,48862.745098,524.705882,44.901961,2.352941,19.215686,49466.666667
-67.813000,-20.152000,10.784314,68705.882353,599.803922,54.313725,7.647059,22.549020,69400.980392
-67.813000,-20.152000,6.873527,74921.445405,505.695208,68.146112,0.000000,44.186960,75546.347211
-67.813000,-20.152000,24.509804,36690.196078,600.980392,43.529412,0.000000,23.921569,37383.137255
-67.813000,-20.152000,21.764706,31505.882353,627.647059,43.529412,0.000000,18.627451,32217.450980
-67.812000,-20.151000,24.509804,50027.450980,878.431373,65.294118,0.000000,23.921569,51019.607843
-67.812000,-20.151000,25.882353,43113.725490,773.921569,58.627451,0.000000,16.862745,43989.019608
-67.812000,-20.151000,8.647799,68356.918239,686.910377,54.834906,0.000000,20.636792,69127.948113
-67.812000,-20.151000,26.078431,96894.117647,813.333333,62.156863,0.000000,24.313725,97820.000000
-67.812000,-20.151000,21.568627,69858.823529,758.235294,53.725490,0.392157,25.882353,70718.627451
-67.811000,-20.151000,25.294118,55435.294118,761.960784,60.000000,0.000000,25.882353,56308.431373
-67.811000,-20.151000,21.764706,65250.980392,601.568627,49.803922,0.000000,21.764706,65945.882353
-67.811000,-20.151000,6.470588,109435.294118,670.784314,49.803922,6.666667,21.568627,110190.588235
-67.811000,-20.151000,24.509804,51929.411765,739.411765,55.294118,0.000000,27.450980,52776.078431
-67.811000,-20.151000,27.647059,49058.823529,854.705882,71.372549,0.000000,22.745098,50035.294118
-67.809000,-20.150000,26.068209,88310.466484,1059.192474,59.192474,4.900039,25.676205,89485.495884
-67.809000,-20.150000,30.392157,65282.352941,1147.647059,73.921569,5.686275,23.333333,66563.333333
-67.809000,-20.150000,6.281900,60793.089910,481.939537,87.553985,0.000000,47.310561,61416.175893
-67.809000,-20.150000,28.823529,76392.156863,1107.843137,60.588235,5.490196,21.568627,77616.470588
-67.809000,-20.150000,26.666667,97560.784314,881.764706,63.137255,5.686275,22.941176,98560.980392
11.045000,46.823000,10.408484,75923.016496,961.901021,45.954438,5.106049,37.509819,76983.896308
11.045000,46.823000,32.144257,100509.604077,1281.066249,54.880439,5.292042,44.492356,101927.479420
11.045000,46.823000,27.636221,65096.040768,1259.506076,57.820463,4.312034,41.160329,66486.475892
11.045000,46.823000,25.294118,114525.490196,1489.019608,55.098039,3.921569,45.098039,116143.921569
11.045000,46.823000,33.516268,94010.192082,1448.059584,59.584477,6.076049,44.492356,95601.920815
11.040000,46.831000,35.686275,76274.509804,903.137255,61.764706,8.039216,41.960784,77325.098039
11.040000,46.831000,31.777168,82883.483719,1265.986661,52.765791,7.061593,40.408003,84281.482934
11.040000,46.831000,10.404397,43203.769140,419.120534,93.246957,0.000000,61.052218,43787.593247
11.040000,46.831000,29.411765,80396.078431,545.686275,69.411765,7.058824,80.196078,81127.843137
11.040000,46.831000,23.725490,121627.450980,1229.411765,63.333333,9.411765,71.372549,123024.705882
11.039000,46.834000,42.532340,84065.072521,840.650725,83.104665,10.584085,76.244610,85118.188946
11.039000,46.834000,40.964328,93716.189730,784.986280,81.732654,10.192082,86.436691,94720.501764
11.039000,46.834000,22.771888,101091.480173,1115.822536,69.886141,10.208088,49.666274,102359.835100
11.039000,46.834000,50.764406,74182.673461,585.848687,110.740886,15.092121,90.160721,75035.280282
11.039000,46.834000,20.776166,46432.771462,463.739710,50.568405,0.980008,56.448452,47025.284202
11.032000,46.841000,29.215686,142031.372549,990.196078,52.352941,8.823529,63.333333,143175.294118
11.032000,46.841000,26.666667,54086.274510,383.921569,50.196078,0.000000,65.490196,54612.549020
11.032000,46.841000,37.254902,66403.921569,577.450980,41.176471,5.294118,50.588235,67115.686275
11.032000,46.841000,29.204234,98200.705606,375.735006,63.112505,3.724030,41.748334,98714.229714
11.032000,46.841000,16.300079,57859.387274,455.223881,74.234093,4.320503,63.629222,58473.095051
11.721000,47.764000,11.984283,45375.245580,1805.108055,60.707269,0.000000,166.404715,47419.449902
11.721000,47.764000,23.921569,14043.137255,398.431373,28.431373,0.000000,20.784314,14514.705882
11.721000,47.764000,18.424147,25335.162681,493.531948,37.240298,0.000000,26.460212,25910.819287
11.721000,47.764000,21.756174,25735.005880,273.814191,55.076441,0.000000,30.968248,26116.620933
11.721000,47.764000,42.549020,29227.450980,602.156863,152.549020,5.490196,32.941176,30063.137255
-106.800000,32.514000,12.549020,65800.000000,725.490196,35.098039,10.000000,17.058824,66600.196078
-106.800000,32.514000,11.760094,47134.457076,615.052920,27.636221,6.860055,19.404155,47815.170521
-106.800000,32.514000,15.686275,50517.647059,522.549020,29.411765,6.078431,19.607843,51110.980392
-106.800000,32.514000,13.328107,47502.940024,655.625245,28.616229,9.016072,17.248138,48226.773814
-106.800000,32.514000,2.561072,62710.795902,574.468085,28.762805,0.000000,17.139480,63333.727344
-106.797000,32.520000,14.308114,44429.635437,527.636221,26.264210,5.096041,20.188162,45023.128185
-106.797000,32.520000,15.888584,44248.724990,613.377795,30.011769,6.865437,18.634759,44933.503335
-106.797000,32.520000,16.072129,68059.584477,603.096825,30.968248,7.644061,19.796158,68737.161897
-106.797000,32.520000,17.058824,66827.450980,574.509804,32.549020,7.058824,19.607843,67478.235294
-106.797000,32.520000,2.156017,41779.694238,418.659349,27.636221,0.000000,18.424147,42246.569973
-106.795000,32.524000,19.215686,61678.431373,657.058824,34.313725,7.254902,20.784314,62417.058824
-106.795000,32.524000,9.824341,62679.294219,516.170865,38.511416,0.000000,23.971392,63267.772232
-106.795000,32.524000,17.457827,46751.667321,453.707336,34.523342,5.296195,21.969400,47284.621420
-106.795000,32.524000,16.274510,66113.725490,504.901961,31.176471,6.274510,19.411765,66691.764706
-106.795000,32.524000,19.411765,63435.294118,642.941176,38.039216,8.431373,21.372549,64165.490196
-106.794000,32.527000,16.862745,29698.039216,339.215686,25.686275,0.000000,20.392157,30100.196078
-106.794000,32.527000,15.294118,53019.607843,553.333333,30.196078,6.078431,20.980392,53645.490196
-106.794000,32.527000,4.907735,32548.095799,401.256380,34.550452,0.000000,20.612485,33009.422850
-106.794000,32.527000,21.773244,51753.628874,523.342487,36.877207,6.473127,23.734798,52365.829737
-106.794000,32.527000,20.776166,63845.550764,605.644845,41.748334,7.448060,26.656213,64547.824383
115.007000,-30.114000,4.704038,1234.809878,16.072129,0.196002,0.000000,17.444140,1273.226186
115.007000,-30.114000,11.764706,1396.078431,10.588235,4.117647,0.000000,6.862745,1429.411765
115.007000,-30.114000,7.058824,376.470588,10.392157,4.705882,0.000000,6.078431,404.705882
115.007000,-30.114000,5.880047,270.482164,17.836143,3.332027,0.000000,5.880047,303.410427
115.007000,-30.114000,5.882353,235.294118,8.039216,4.313725,0.000000,3.333333,256.862745
115.010000,-30.224000,10.980392,411.764706,13.333333,4.901961,0.000000,7.647059,448.627451
115.010000,-30.224000,7.058824,1078.431373,15.490196,3.529412,0.000000,11.764706,1116.274510
115.010000,-30.224000,8.039216,482.352941,14.901961,3.137255,0.000000,5.098039,513.529412
115.010000,-30.224000,10.392157,525.490196,13.137255,5.490196,0.000000,68.627451,623.137255
115.010000,-30.224000,0.392157,1184.313725,18.039216,6.666667,0.000000,0.000000,1209.411765
115.064000,-30.241000,8.627451,486.274510,15.686275,4.117647,0.000000,10.784314,525.490196
115.064000,-30.241000,13.529412,168.627451,19.019608,5.294118,0.000000,11.764706,218.235294
115.064000,-30.241000,13.142409,980.776775,15.888584,3.923107,0.000000,10.592389,1024.323264
115.064000,-30.241000,12.161632,717.928599,13.927030,2.746175,0.000000,10.592389,757.355826
115.064000,-30.241000,1.176932,1455.472734,17.065516,1.569243,0.000000,0.000000,1475.284425
115.068000,-30.229000,8.627451,1717.647059,18.235294,1.372549,0.000000,19.607843,1765.490196
115.068000,-30.229000,12.549020,1654.901961,13.333333,2.352941,0.000000,20.000000,1703.137255
115.068000,-30.229000,0.981932,1967.792616,16.496465,1.178319,0.000000,0.000000,1986.449332
115.068000,-30.229000,10.784314,749.019608,7.450980,1.568627,0.000000,16.078431,784.901961
115.068000,-30.229000,10.780086,1811.054488,7.448060,1.372011,0.000000,18.228146,1848.882791
115.097000,-30.179000,11.568627,2156.862745,17.254902,1.568627,0.000000,18.627451,2205.882353
115.097000,-30.179000,11.180855,1212.240094,17.261671,2.157709,0.000000,16.869361,1259.709690
115.097000,-30.179000,11.764706,1509.803922,53.333333,1.960784,0.000000,19.215686,1596.078431
115.097000,-30.179000,1.373087,1804.629266,34.131032,6.276971,0.000000,0.000000,1846.410357
115.097000,-30.179000,11.372549,1309.803922,33.137255,1.960784,0.000000,17.647059,1373.921569
115.129000,-30.181000,14.313725,117.647059,2.745098,2.156863,0.000000,19.607843,156.470588
115.129000,-30.181000,13.524108,62.720502,2.744022,1.176009,0.000000,21.952176,102.116817
115.129000,-30.181000,9.019608,101.960784,10.000000,3.137255,0.000000,42.745098,166.862745
115.129000,-30.181000,0.588697,620.094192,9.222920,2.354788,0.000000,0.000000,632.260597
115.129000,-30.181000,12.352941,86.274510,26.078431,2.549020,0.000000,20.392157,147.647059
153.097000,-25.912000,10.980392,2525.490196,52.156863,1.176471,0.000000,21.176471,2610.980392
153.097000,-25.912000,12.745098,1541.176471,41.764706,3.333333,0.000000,23.529412,1622.549020
153.097000,-25.912000,0.785855,3218.074656,45.186640,9.430255,0.000000,0.000000,3273.477407
153.097000,-25.912000,10.980392,2176.470588,65.098039,2.156863,0.000000,18.823529,2273.529412
153.097000,-25.912000,12.549020,4090.196078,96.666667,6.666667,0.000000,20.980392,4227.058824
153.099000,-26.072000,6.087981,891.594658,25.923016,2.553024,0.000000,0.000000,926.158680
153.099000,-26.072000,11.372549,82.352941,5.294118,1.960784,0.000000,18.235294,119.215686
153.099000,-26.072000,11.372549,384.313725,13.529412,2.745098,0.000000,18.823529,430.784314
153.099000,-26.072000,11.372549,250.980392,10.980392,1.568627,0.000000,16.666667,291.568627
153.099000,-26.072000,10.592389,419.772460,8.042370,1.176932,0.000000,15.692428,455.276579
153.081000,-26.018000,11.180855,27.461750,1.961554,1.176932,0.000000,16.280894,58.061985
153.081000,-26.018000,6.862745,86.274510,4.313725,0.000000,0.000000,15.490196,112.941176
153.081000,-26.018000,6.274510,58.823529,4.705882,0.000000,0.000000,14.901961,84.705882
153.081000,-26.018000,0.980777,486.465281,10.984700,1.373087,0.000000,0.000000,499.803845
153.081000,-26.018000,7.650059,86.308356,3.726952,0.000000,0.000000,17.065516,114.750883
153.087000,-26.034000,9.803922,313.725490,8.823529,0.000000,0.000000,15.098039,347.450980
153.087000,-26.034000,0.000000,51.000392,0.784621,0.000000,0.000000,0.000000,51.785014
153.087000,-26.034000,0.000000,31.360251,0.000000,0.000000,0.000000,0.000000,31.360251
153.087000,-26.034000,0.000000,27.450980,0.000000,0.000000,0.000000,0.000000,27.450980
153.087000,-26.034000,1.570475,475.068708,6.085591,2.748331,0.000000,0.000000,485.473106
153.082000,-25.913000,52.352941,37.647059,5.294118,1.176471,0.000000,12.941176,109.411765
153.082000,-25.913000,31.164249,286.162289,4.312034,1.176009,0.000000,11.760094,334.574677
153.082000,-25.913000,3.138486,451.157317,5.492350,1.765398,0.000000,0.000000,461.553550
153.082000,-25.913000,10.980392,384.313725,8.235294,1.764706,0.000000,13.921569,419.215686
153.082000,-25.913000,10.780086,282.242258,5.684045,1.176009,0.000000,13.916111,313.798510
153.081000,-26.033000,7.056056,450.803606,4.900039,1.176009,0.000000,13.524108,477.459820
153.081000,-26.033000,9.408075,207.761662,4.900039,1.176009,0.000000,60.231282,283.477068
153.081000,-26.033000,10.980392,298.039216,5.686275,2.549020,0.000000,12.941176,330.196078
153.081000,-26.033000,9.996080,266.562132,3.332027,1.960016,0.000000,13.524108,295.374363
153.081000,-26.033000,2.749411,447.761194,7.462687,2.356638,0.000000,0.000000,460.329929
-98.567000,19.057000,7.462687,33931.657502,528.476041,54.988217,3.338570,17.478397,34543.401414
-98.567000,19.057000,11.180855,35453.118870,492.938407,48.646528,10.984700,32.169478,36049.038839
-98.567000,19.057000,8.627451,36584.313725,531.568627,51.176471,12.156863,40.000000,37227.843137
-98.567000,19.057000,12.544100,33790.670325,461.387691,46.844375,9.996080,28.224226,34349.666797
-98.567000,19.057000,12.156863,25964.705882,506.862745,50.196078,11.568627,32.745098,26578.235294
-99.147000,19.082000,20.784314,34254.901961,540.392157,119.215686,12.352941,73.137255,35020.784314
-99.147000,19.082000,25.696352,37579.442919,653.785798,199.097685,4.707729,22.557866,38485.288348
-99.147000,19.082000,21.952176,28831.830655,463.347707,90.356723,10.976088,31.164249,29449.627597
-99.147000,19.082000,22.745098,25027.450980,645.882353,118.431373,9.411765,25.882353,25849.803922
-99.147000,19.082000,13.524108,37957.663661,638.377107,96.432771,14.896119,33.516268,38754.410035
-99.179000,19.086000,18.256773,60113.859442,874.950923,95.995289,16.882607,97.369454,61217.314488
-99.179000,19.086000,19.803922,50631.372549,841.764706,78.823529,28.823529,133.529412,51734.117647
-99.179000,19.086000,19.411765,42592.156863,779.019608,82.745098,25.098039,115.294118,43613.725490
-99.179000,19.086000,16.470588,44525.490196,740.784314,74.705882,23.921569,112.352941,45493.725490
-99.179000,19.086000,19.215686,54003.921569,843.529412,79.019608,28.235294,138.627451,55112.549020
-99.064000,19.095000,30.416013,26577.708006,947.213501,194.466248,4.513344,33.359498,27787.676609
-99.064000,19.095000,31.973323,54260.494311,607.100824,83.954492,17.457827,80.423696,55081.404472
-99.064000,19.095000,24.500196,35880.047040,627.205018,84.280674,10.388083,54.880439,36681.301450
-99.064000,19.095000,20.196078,49533.333333,532.352941,69.803922,14.313725,74.117647,50244.117647
-99.064000,19.095000,23.333333,30635.294118,692.156863,110.784314,0.000000,48.235294,31509.803922
-99.092000,19.135000,20.580165,44778.518228,635.045080,89.376715,15.484124,78.008624,45617.012936
-99.092000,19.135000,18.823529,51050.980392,743.333333,86.862745,9.607843,61.372549,51970.980392
-99.092000,19.135000,18.424147,36397.491180,598.000784,77.028616,14.308114,79.968640,37185.221482
-99.092000,19.135000,16.268130,43092.904743,623.872991,66.640533,16.660133,84.084673,43900.431203
-99.092000,19.135000,23.529412,39380.392157,615.098039,110.392157,12.156863,70.392157,40211.960784
-99.229000,19.126000,20.400157,45205.963123,609.650843,64.338956,7.257748,45.115732,45952.726559
-99.229000,19.126000,16.470588,50062.745098,542.156863,60.588235,17.843137,92.156863,50791.960784
-99.229000,19.126000,20.588235,34317.647059,576.862745,64.117647,14.705882,62.941176,35056.862745
-99.229000,19.126000,20.196078,30756.862745,548.039216,64.901961,13.137255,53.137255,31456.274510
-99.229000,19.126000,18.039216,27529.411765,541.372549,61.568627,14.117647,150.588235,28315.098039
-99.266000,19.151000,18.438603,47112.593174,713.024716,88.269910,7.061593,40.800314,47980.188309
-99.266000,19.151000,20.392157,29592.156863,622.745098,70.784314,16.862745,125.686275,30448.627451
-99.266000,19.151000,17.647059,26870.588235,644.901961,76.274510,15.686275,99.607843,27724.705882
-99.266000,19.151000,19.803922,36254.901961,706.470588,76.078431,17.450980,100.588235,37175.294118
-99.266000,19.151000,15.490196,35560.784314,692.745098,64.705882,170.588235,61.372549,36565.686275
-99.476000,19.608000,13.921569,40101.960784,688.039216,65.098039,0.000000,44.901961,40913.921569
-99.476000,19.608000,13.730875,77924.676344,779.129070,68.654374,3.138486,6.669282,78795.998431
-99.476000,19.608000,10.192082,10011.760094,735.201882,66.052528,0.000000,58.408467,10881.615053
-99.476000,19.608000,9.803922,22094.117647,655.098039,66.078431,0.000000,46.274510,22871.372549
-99.476000,19.608000,8.235294,31713.725490,603.333333,60.980392,11.960784,29.019608,32427.254902
-84.941000,45.727000,12.750098,1494.703805,33.934876,3.530796,0.000000,10.396234,1555.315810
-84.941000,45.727000,13.927030,1910.553158,25.892507,3.726952,0.000000,11.377011,1965.476658
-84.941000,45.727000,12.152097,1372.010976,27.048216,9.016072,0.000000,11.368091,1431.595453
-84.941000,45.727000,0.981162,6593.406593,34.340659,2.943485,0.000000,0.000000,6631.671900
-84.941000,45.727000,11.176471,1294.117647,32.745098,6.078431,0.000000,11.568627,1355.686275
-84.944000,45.728000,11.956096,1517.052136,23.520188,7.056056,0.000000,11.564093,1571.148569
-84.944000,45.728000,13.529412,1380.392157,23.333333,6.470588,0.000000,129.411765,1553.137255
-84.944000,45.728000,10.192082,1305.370443,30.576245,115.640925,0.000000,12.740102,1474.519796
-84.944000,45.728000,1.569859,4831.240188,25.510204,5.102041,0.000000,0.000000,4863.422292
-84.944000,45.728000,10.196078,2552.941176,32.941176,4.117647,0.000000,11.764706,2611.960784
-84.940000,45.728000,13.725490,1615.686275,28.431373,62.745098,0.000000,12.156863,1732.745098
-84.940000,45.728000,10.396234,2655.943507,34.719498,9.023146,0.000000,12.161632,2722.244017
-84.940000,45.728000,1.373626,4285.714286,119.701727,4.709576,0.000000,0.000000,4411.499215
-84.940000,45.728000,11.176471,529.411765,23.529412,4.901961,0.000000,12.352941,581.372549
-84.940000,45.728000,15.098039,62.745098,34.313725,6.470588,0.000000,12.549020,131.176471
-84.938000,45.728000,13.137255,1058.823529,41.176471,7.254902,0.000000,11.960784,1132.352941
-84.938000,45.728000,11.564093,211.681693,30.576245,3.136025,0.000000,12.152097,269.110153
-84.938000,45.728000,13.529412,435.294118,38.235294,5.294118,0.000000,11.960784,504.313725
-84.938000,45.728000,1.372549,4788.235294,36.470588,8.039216,0.000000,0.000000,4834.117647
-84.938000,45.728000,12.156863,921.568627,34.509804,6.078431,0.000000,11.568627,985.882353
-84.938000,45.728000,11.176471,176.470588,16.274510,2.549020,0.000000,11.960784,218.431373
-84.938000,45.728000,1.373626,5639.717425,24.136578,8.437991,0.000000,0.000000,5673.665620
-84.938000,45.728000,11.176471,443.137255,17.647059,3.725490,0.000000,5.686275,481.372549
-84.938000,45.728000,12.936103,172.481380,19.404155,4.312034,0.000000,11.760094,220.893767
-84.938000,45.728000,11.176471,184.313725,21.176471,3.333333,0.000000,11.764706,231.764706
-84.936000,45.728000,13.137255,1803.921569,22.549020,2.588235,0.000000,14.901961,1857.098039
-84.936000,45.728000,0.784621,3624.950961,21.969400,2.942330,0.000000,0.000000,3650.647313
-84.936000,45.728000,12.553943,1934.091801,17.261671,4.903884,0.000000,9.023146,1977.834445
-84.936000,45.728000,10.980392,1200.000000,21.176471,4.117647,0.000000,13.921569,1250.196078
