ID,number,author1,year,journal,study,longitude,latitude,climate.zone,soil.texture,soil.layer,experimental.duration (yr),cropland.type,Nrate (kg N/ha),OF,tillage,irrigation2,CC.type,CC.diversity,residue.management,species,unit,cellulase.ck (nmol h-1 g-1 soil),cellulase.csd,cellulase.cn,cellulase.t,cellulase.tsd,cellulase.tn,rrcellulase,varcellulase
93,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay loam,0-10,22,upland,150,no,no-tillage,rainfed,legume,1,surface,BG,ug PNP h-1 g-1 soil,2.04E+02,4.18E+01,3,2.85E+02,43.641765,3,0.334369186,0.021811101
94,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay loam,0-10,22,upland,150,no,no-tillage,rainfed,non-legume,1,surface,BG,ug PNP h-1 g-1 soil,2.04E+02,4.18E+01,3,4.00E+02,61.2516,3,0.673344553,0.021811101
95,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay loam,0-10,22,upland,150,no,no-tillage,rainfed,legume,1,surface,BG,ug PNP h-1 g-1 soil,2.04E+02,4.18E+01,3,4.00E+02,61.2516,3,0.673344553,0.021811101
96,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay loam,0-10,22,upland,150,no,no-tillage,rainfed,non-legume,1,surface,BG,ug PNP h-1 g-1 soil,2.04E+02,4.18E+01,3,4.58E+02,70.133082,3,0.80874919,0.021811101
97,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay loam,0-10,22,upland,150,no,conventional,rainfed,legume,1,incorporated,BG,ug PNP h-1 g-1 soil,1.77E+02,3.63E+01,3,1.46E+02,22.356834,3,-0.192543111,0.021836081
98,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay loam,0-10,22,upland,150,no,conventional,rainfed,non-legume,1,incorporated,BG,ug PNP h-1 g-1 soil,1.77E+02,3.63E+01,3,1.58E+02,24.194382,3,-0.1135547,0.021836081
99,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay loam,0-10,22,upland,150,no,conventional,rainfed,legume,1,incorporated,BG,ug PNP h-1 g-1 soil,1.77E+02,3.63E+01,3,1.88E+02,28.788252,3,0.06029223,0.021836081
100,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay loam,0-10,22,upland,150,no,conventional,rainfed,non-legume,1,incorporated,BG,ug PNP h-1 g-1 soil,1.77E+02,3.63E+01,3,1.73E+02,26.491317,3,-0.022858138,0.021836081
101,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay loam,0-10,22,upland,150,no,no-tillage,rainfed,legume,1,surface,BG,ug PNP h-1 g-1 soil,1.15E+02,2.36E+01,3,1.96E+02,30.013284,3,0.533182531,0.021854223
102,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay loam,0-10,22,upland,150,no,no-tillage,rainfed,non-legume,1,surface,BG,ug PNP h-1 g-1 soil,1.15E+02,2.36E+01,3,1.08E+02,16.537932,3,-0.062800901,0.021854223
103,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay loam,0-10,22,upland,150,no,no-tillage,rainfed,legume,1,surface,BG,ug PNP h-1 g-1 soil,1.15E+02,2.36E+01,3,2.23E+02,34.147767,3,0.662239643,0.021854223
104,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay loam,0-10,22,upland,150,no,no-tillage,rainfed,non-legume,1,surface,BG,ug PNP h-1 g-1 soil,1.15E+02,2.36E+01,3,1.85E+02,28.328865,3,0.475423697,0.021854223
105,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay loam,10-30,22,upland,150,no,conventional,rainfed,legume,1,incorporated,BG,ug PNP h-1 g-1 soil,1.23E+02,2.52E+01,3,1.50E+02,22.96935,3,0.198450939,0.021807835
106,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay loam,10-30,22,upland,150,no,conventional,rainfed,non-legume,1,incorporated,BG,ug PNP h-1 g-1 soil,1.23E+02,2.52E+01,3,1.46E+02,22.356834,3,0.171422266,0.021807835
107,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay loam,10-30,22,upland,150,no,conventional,rainfed,legume,1,incorporated,BG,ug PNP h-1 g-1 soil,1.23E+02,2.52E+01,3,1.92E+02,29.400768,3,0.445311017,0.021807835
108,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay loam,10-30,22,upland,150,no,conventional,rainfed,non-legume,1,incorporated,BG,ug PNP h-1 g-1 soil,1.23E+02,2.52E+01,3,2.04E+02,31.238316,3,0.505935638,0.021807835
109,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay loam,10-30,22,upland,150,no,no-tillage,rainfed,legume,1,surface,BG,ug PNP h-1 g-1 soil,8.46E+01,1.73E+01,3,1.35E+02,20.672415,3,0.467340512,0.021755119
110,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay loam,10-30,22,upland,150,no,no-tillage,rainfed,non-legume,1,surface,BG,ug PNP h-1 g-1 soil,8.46E+01,1.73E+01,3,1.35E+02,20.672415,3,0.467340512,0.021755119
111,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay loam,10-30,22,upland,150,no,no-tillage,rainfed,legume,1,surface,BG,ug PNP h-1 g-1 soil,8.46E+01,1.73E+01,3,1.65E+02,25.266285,3,0.668011207,0.021755119
112,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay loam,10-30,22,upland,150,no,no-tillage,rainfed,non-legume,1,surface,BG,ug PNP h-1 g-1 soil,8.46E+01,1.73E+01,3,2.08E+02,31.850832,3,0.899603813,0.021755119
113,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay,30-60,22,upland,150,no,conventional,rainfed,legume,1,incorporated,BG,ug PNP h-1 g-1 soil,8.08E+01,1.66E+01,3,1.04E+02,15.925416,3,0.252413934,0.021885454
114,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay,30-60,22,upland,150,no,conventional,rainfed,non-legume,1,incorporated,BG,ug PNP h-1 g-1 soil,8.08E+01,1.66E+01,3,1.00E+02,15.3129,3,0.21319322,0.021885454
115,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay,30-60,22,upland,150,no,conventional,rainfed,legume,1,incorporated,BG,ug PNP h-1 g-1 soil,8.08E+01,1.66E+01,3,8.85E+01,13.5519165,3,0.091025586,0.021885454
116,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay,30-60,22,upland,150,no,conventional,rainfed,non-legume,1,incorporated,BG,ug PNP h-1 g-1 soil,8.08E+01,1.66E+01,3,1.27E+02,19.447383,3,0.452210121,0.021885454
117,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay,30-60,22,upland,150,no,no-tillage,rainfed,legume,1,surface,BG,ug PNP h-1 g-1 soil,5.38E+01,1.10E+01,3,8.85E+01,13.5519165,3,0.497729085,0.021750926
118,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay,30-60,22,upland,150,no,no-tillage,rainfed,non-legume,1,surface,BG,ug PNP h-1 g-1 soil,5.38E+01,1.10E+01,3,1.04E+02,15.925416,3,0.659117432,0.021750926
119,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay,30-60,22,upland,150,no,no-tillage,rainfed,legume,1,surface,BG,ug PNP h-1 g-1 soil,5.38E+01,1.10E+01,3,5.38E+01,8.2383402,3,0,0.021750926
120,5,Melero,2011,Soil & Tillage Research,5,-4.516666667,37.76666667,temperate,clay,30-60,22,upland,150,no,no-tillage,rainfed,non-legume,1,surface,BG,ug PNP h-1 g-1 soil,5.38E+01,1.10E+01,3,7.69E+01,11.7756201,3,0.357232409,0.021750926
121,6,Carlos,2023,Geoderma Regional,6,-50.9725,-29.925,temperate,loam,0-10,20,paddy,135,no,no-tillage,intermittent,non-legume,1,surface,BG,ug PNP h-1 g-1 soil,9.23E+01,2.07E+01,3,1.12E+02,1.20E+01,3,0.19345473,0.020592012
122,6,Carlos,2023,Geoderma Regional,6,-50.9725,-29.925,temperate,loam,0-10,20,paddy,135,no,no-tillage,intermittent,non-legume,1,surface,BG,ug PNP h-1 g-1 soil,9.23E+01,2.07E+01,3,8.10E+01,9.70E+00,3,-0.130594987,0.021545749
123,6,Carlos,2023,Geoderma Regional,6,-50.9725,-29.925,temperate,loam,0-10,20,paddy,135,no,no-tillage,intermittent,legume,1,surface,BG,ug PNP h-1 g-1 soil,9.23E+01,2.07E+01,3,7.43E+01,1.54E+01,3,-0.21693319,0.031085467
124,6,Carlos,2023,Geoderma Regional,6,-50.9725,-29.925,temperate,loam,0-10,20,paddy,135,no,no-tillage,intermittent,legume,1,surface,BG,ug PNP h-1 g-1 soil,9.23E+01,2.07E+01,3,7.87E+01,1.60E+01,3,-0.159400986,0.030542944
125,7,Pires,2020,European Journal of Soil Science,7,-53.66666667,-28.6,temperate,clay,0-10,32,upland,0,no,no-tillage,rainfed,non-legume,1,surface,BG,nmol h-1 g-1 soil,2.04E+02,5.10E+00,3,3.03E+02,9.18E+00,3,0.395612812,0.000514303
126,7,Pires,2020,European Journal of Soil Science,7,-53.66666667,-28.6,temperate,clay,0-10,32,upland,0,no,no-tillage,rainfed,non-legume,1,surface,BG,nmol h-1 g-1 soil,7.03E+01,5.97E+00,3,9.55E+01,4.85E+00,3,0.306354449,0.003263619
127,7,Pires,2020,European Journal of Soil Science,7,-53.66666667,-28.6,temperate,clay,10-30,32,upland,0,no,no-tillage,rainfed,non-legume,1,surface,BG,nmol h-1 g-1 soil,2.79E+01,2.30E+00,3,6.40E+01,4.59E+00,3,0.830256395,0.003979828
128,7,Pires,2020,European Journal of Soil Science,7,-53.66666667,-28.6,temperate,clay,0-10,32,upland,0,no,conventional,rainfed,non-legume,1,incorporated,BG,nmol h-1 g-1 soil,8.83E+01,8.52E+00,3,9.01E+01,7.60E+00,3,0.020180057,0.005475073
129,7,Pires,2020,European Journal of Soil Science,7,-53.66666667,-28.6,temperate,clay,0-10,32,upland,0,no,conventional,rainfed,non-legume,1,incorporated,BG,nmol h-1 g-1 soil,7.75E+01,3.21E+00,3,7.66E+01,2.76E+00,3,-0.01168086,0.001004607
130,7,Pires,2020,European Journal of Soil Science,7,-53.66666667,-28.6,temperate,clay,10-30,32,upland,0,no,conventional,rainfed,non-legume,1,incorporated,BG,nmol h-1 g-1 soil,6.85E+01,5.51E+00,3,5.68E+01,3.67E+00,3,-0.18729742,0.003548354
131,8,Singh,2020,European Journal of Soil Science,8,-96.89166667,43.04944444,cold,loam,0-10,5,upland,200,no,conventional,rainfed,mixture,2,incorporated,BG,ug PNP h-1 g-1 soil,3.92E+02,9.00E+01,4,5.90E+02,1.20E+02,4,0.408860697,0.023519959
132,8,Singh,2020,European Journal of Soil Science,8,-96.89166667,43.04944444,cold,loam,0-10,5,upland,200,no,no-tillage,rainfed,mixture,2,surface,BG,ug PNP h-1 g-1 soil,3.98E+02,1.40E+02,4,3.76E+02,6.40E+01,4,-0.056862862,0.038176659
133,9,Ansari,2022,Frontiers in Environmental Science,9,93.91666667,24.81666667,temperate,clay loam,0-10,5,upland,100,no,conventional,rainfed,legume,1,incorporated,BG,ug PNP h-1 g-1 soil,3.20E+00,6.56E-01,3,3.6,0.5512644,3,0.117783036,0.021824497
134,9,Ansari,2022,Frontiers in Environmental Science,9,93.91666667,24.81666667,temperate,clay loam,0-10,5,upland,100,no,conventional,rainfed,legume,1,incorporated,BG,ug PNP h-1 g-1 soil,3.20E+00,6.56E-01,3,4,0.612516,3,0.223143551,0.021824497
135,9,Ansari,2022,Frontiers in Environmental Science,9,93.91666667,24.81666667,temperate,clay loam,0-10,5,upland,100,no,conventional,rainfed,legume,1,incorporated,BG,ug PNP h-1 g-1 soil,3.20E+00,6.56E-01,3,4.1,0.6278289,3,0.247836164,0.021824497
136,9,Ansari,2022,Frontiers in Environmental Science,9,93.91666667,24.81666667,temperate,clay loam,10-30,5,upland,100,no,conventional,rainfed,legume,1,incorporated,BG,ug PNP h-1 g-1 soil,2.80E+00,5.74E-01,3,3.1,0.4746999,3,0.101782694,0.021824497
137,9,Ansari,2022,Frontiers in Environmental Science,9,93.91666667,24.81666667,temperate,clay loam,10-30,5,upland,100,no,conventional,rainfed,legume,1,incorporated,BG,ug PNP h-1 g-1 soil,2.80E+00,5.74E-01,3,3.3,0.5053257,3,0.164303051,0.021824497
138,9,Ansari,2022,Frontiers in Environmental Science,9,93.91666667,24.81666667,temperate,clay loam,10-30,5,upland,100,no,conventional,rainfed,legume,1,incorporated,BG,ug PNP h-1 g-1 soil,2.80E+00,5.74E-01,3,3.4,0.5206386,3,0.194156014,0.021824497
139,9,Ansari,2022,Frontiers in Environmental Science,9,93.91666667,24.81666667,temperate,clay loam,30-60,5,upland,100,no,conventional,rainfed,legume,1,incorporated,BG,ug PNP h-1 g-1 soil,2.20E+00,4.51E-01,3,2.3,0.3521967,3,0.044451763,0.021824497
140,9,Ansari,2022,Frontiers in Environmental Science,9,93.91666667,24.81666667,temperate,clay loam,30-60,5,upland,100,no,conventional,rainfed,legume,1,incorporated,BG,ug PNP h-1 g-1 soil,2.20E+00,4.51E-01,3,2.5,0.3828225,3,0.127833372,0.021824497
141,9,Ansari,2022,Frontiers in Environmental Science,9,93.91666667,24.81666667,temperate,clay loam,30-60,5,upland,100,no,conventional,rainfed,legume,1,incorporated,BG,ug PNP h-1 g-1 soil,2.20E+00,4.51E-01,3,2.6,0.3981354,3,0.167054085,0.021824497
142,10,Feng,2021,The Journal of Agricultural Science,10,-96.43213529,43.30902644,cold,loam,0-10,6,upland,0,no,no-tillage,rainfed,non-legume,1,surface,BG,ug PNP h-1 g-1 soil,7.95E+00,1.63E+00,3,8.71,1.33375359,3,0.091299862,0.021828795
143,10,Feng,2021,The Journal of Agricultural Science,11,-96.42775792,43.30274929,cold,loam,0-10,20,upland,0,no,no-tillage,rainfed,non-legume,1,surface,BG,ug PNP h-1 g-1 soil,5.15E+00,1.06E+00,3,11.4,1.7456706,3,0.794616641,0.021937507
144,11,Sharma,2023,Biomass Conversion and Biorefinery,12,75.86666667,30.93333333,arid,loam,0-10,6,paddy,0,no,conventional,intermittent,legume,1,incorporated,celluase,ug glucose h-1 g-1 soil,2.42E+01,4.96E+00,3,43.7,6.6917373,3,0.590995469,0.02181885
145,11,Sharma,2023,Biomass Conversion and Biorefinery,12,75.86666667,30.93333333,arid,loam,0-10,6,paddy,0,yes,conventional,intermittent,legume,1,incorporated,celluase,ug glucose h-1 g-1 soil,3.09E+01,6.33E+00,3,49.8,7.6258242,3,0.4772588,0.021804601
146,11,Sharma,2023,Biomass Conversion and Biorefinery,12,75.86666667,30.93333333,arid,loam,0-10,6,paddy,0,no,conventional,intermittent,legume,1,incorporated,celluase,ug glucose h-1 g-1 soil,21.1,4.32E+00,3,27.4,4.1957346,3,0.261269973,0.021788896
147,11,Sharma,2023,Biomass Conversion and Biorefinery,12,75.86666667,30.93333333,arid,loam,0-10,6,paddy,0,yes,conventional,intermittent,legume,1,incorporated,celluase,ug glucose h-1 g-1 soil,24.1,4.94E+00,3,31.6,4.8388764,3,0.27094528,0.021821662
148,11,Sharma,2023,Biomass Conversion and Biorefinery,12,75.86666667,30.93333333,arid,loam,0-10,6,paddy,0,no,conventional,intermittent,legume,1,incorporated,BG,ug PNP h-1 g-1 soil,20.1,4.12E+00,3,28.5,4.3641765,3,0.349184272,0.021821097
149,11,Sharma,2023,Biomass Conversion and Biorefinery,12,75.86666667,30.93333333,arid,loam,0-10,6,paddy,0,yes,conventional,intermittent,legume,1,incorporated,BG,ug PNP h-1 g-1 soil,23.1,4.73E+00,3,30.8,4.7163732,3,0.287682072,0.021791976
150,11,Sharma,2023,Biomass Conversion and Biorefinery,12,75.86666667,30.93333333,arid,loam,0-10,6,paddy,0,no,conventional,intermittent,legume,1,incorporated,BG,ug PNP h-1 g-1 soil,13.4,2.75E+00,3,19.8,3.0319542,3,0.390427231,0.021855111
151,11,Sharma,2023,Biomass Conversion and Biorefinery,12,75.86666667,30.93333333,arid,loam,0-10,6,paddy,0,yes,conventional,intermittent,legume,1,incorporated,BG,ug PNP h-1 g-1 soil,16.6,3.40E+00,3,24.4,3.7363476,3,0.385180437,0.021799809
152,12,Basak,2022,Sustainability,13,88.53355766,22.94543521,tropical,clay loam,0-10,24,paddy,120,no,conventional,intermittent,legume,1,incorporated,BG,ug PNP h-1 g-1 soil,80.4,1.65E+01,4,99.7,15.2669613,4,0.215151501,0.016391333
